Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
1 45.68 30 38.86 18384.5
2 20.39 30 17.56 18384.6
3 36.47 30 31.74 18388.4
1 45.68 30 -71.9 18396.7
2 20.39 30 -24.84 18396.9
3 24.61 30 -1.45 18400.8
1 45.68 30 -0.82 18405
2 15.86 30 3.32 18405.1
3 22.16 30 52.8 18409.1
1 45.68 30 85.24 18413
2 15.86 30 73.5 18417
3 48.55 30 65.36 18417.1
1 45.68 30 -21.92 18425.6
2 15.86 30 0.51 18425.7
3 40.02 30 -61.82 18429.2
1 17.09 30 -21.92 18433.6
2 15.86 30 -33.85 18437.8
3 20.96 30 -19.17 18437.9
1 17.09 30 62.45 18445.9
2 15.86 30 74.46 18446
3 22.54 30 -38.16 18449.9
1 17.09 30 62.45 18454.2
2 15.86 30 74.46 18458
3 24.34 30 -38.16 18458.1
1 17.09 30 62.45 18466.5
2 15.86 30 74.46 18466.5
3 31.83 30 36.8 18466.6
1 17.09 30 -226.86 18474.6
2 15.86 30 -200.35 18478.5
3 30.3 30 4.46 18478.6
1 17.09 30 -72.14 18482.6
2 15.86 30 -77.51 18486.8
3 20.96 30 11.06 18486.9
1 17.09 30 66.12 18495.2
2 15.86 30 60.35 18495.3
3 33.43 30 53.96 18499.1
1 17.09 30 -47 18503.1
2 43.2 30 7.52 18507.1
3 32.18 30 -3.22 18507.1
1 17.09 30 -84.53 18515.6
2 43.2 30 -53.8 18515.7
3 20.63 30 3 18519.5
1 17.09 30 58.11 18523.8
2 43.2 30 52.86 18527.6
3 29.8 30 55.94 18527.7
1 17.09 30 8.43 18536.1
2 43.2 30 37.02 18536.2
3 39.17 30 11.82 18536.3
1 24.19 30 -50.29 18544.1
2 43.2 30 -53.63 18548.1
3 24.09 30 -31.76 18548.1
1 24.19 30 26.36 18556.5
2 43.2 30 -14.17 18556.6
3 20.75 30 38.63 18556.6
1 43.28 30 65.81 18564.7
2 43.2 30 -14.17 18564.7
3 41.39 30 55.71 18568.7
1 43.28 30 -63.61 18577.1
2 43.2 30 22.45 18577.2
3 34.72 30 -42.53 18577.3
1 43.28 30 -67.62 18585.3
2 43.2 30 -70.73 18585.4
3 19.28 30 -9.19 18589.2
1 43.28 30 60.32 18593.2
2 43.2 30 30.05 18597.2
3 29.01 30 62.99 18597.3
1 43.28 30 12.16 18605.6
2 43.2 30 42.99 18605.7
3 40.69 30 14.59 18605.7
1 43.28 30 -75.58 18613.7
2 30.15 30 42.99 18617.9
3 22.42 30 -39.05 18618
1 43.28 30 30.99 18626.2
2 30.15 30 10.1 18626.3
3 20.4 30 47.35 18626.4
1 43.28 30 56.99 18634.4
2 30.15 30 71.85 18638.2
3 43 30 57.84 18638.2
1 43.28 30 -41.09 18646.6
2 30.15 30 -20.27 18646.7
3 35.3 30 -50.26 18646.7
1 43.28 30 -33.26 18655
2 15.95 30 -31.62 18655.1
3 18.97 30 -11.77 18658.8
1 43.28 30 80.47 18662.8
2 15.95 30 78.29 18667
3 36.06 30 64.87 18667.2
1 43.28 30 1.21 18675.1
2 15.95 30 19.47 18675.2
3 37.5 30 -15.43 18679
1 43.28 30 -92.42 18683.3
2 15.95 30 -94.58 18687.4
3 18.87 30 -22.62 18687.4
1 43.28 30 53.15 18695.7
2 15.95 30 36.76 18695.8
3 29.34 30 65.54 18699.6
1 43.28 30 50.86 18704
2 15.95 30 46.8 18704.1
3 41.81 30 13.44 18707.8
1 43.28 30 -101.2 18716.3
2 15.95 30 -56.54 18716.4
3 23.16 30 -44.18 18720.2
1 43.28 30 -10.35 18724.4
2 15.95 30 10.62 18724.5
3 18.54 30 44.05 18728.2
1 43.28 30 78.92 18732.3
2 32.37 30 10.62 18736.7
3 43.69 30 67.59 18736.8
1 43.28 30 -24.25 18744.9
2 42.72 30 1.83 18744.9
3 37.29 30 -53.19 18748.8
1 43.28 30 -51.32 18757.3
2 42.72 30 -50.23 18757.4
3 18.43 30 -21.21 18757.5
1 43.28 30 66.4 18765.5
2 42.72 30 64.08 18765.6
3 27.78 30 68.06 18769.3
1 43.28 30 2.5 18773.5
2 42.72 30 51.58 18777.3
3 46.7 30 21.66 18777.4
1 22.81 30 -68.01 18785.9
2 42.72 30 -85.66 18786
3 29.8 30 -68.32 18786.1
1 22.81 30 34.69 18794.1
2 42.72 30 1.67 18794.2
3 21.32 30 12.7 18797.9
1 22.81 30 59.04 18806.3
2 42.72 30 45.28 18806.3
3 33.06 30 53.78 18806.4
1 22.81 30 -62.22 18814.3
2 42.72 30 9.68 18818.5
3 29.97 30 0.26 18818.5
1 22.81 30 -62.22 18826.7
2 20.51 30 -24.86 18826.8
3 18.97 30 12.98 18826.8
1 22.81 30 74.83 18835.1
2 20.51 30 56.08 18835.2
3 32.18 30 65.87 18838.8
1 22.81 30 54.69 18843.1
2 20.51 30 46.29 18847.4
3 43.93 30 5.04 18847.5
1 39.35 30 -144.69 18855.6
2 20.51 30 -99.82 18855.7
3 23.96 30 -54.08 18859.4
1 39.35 30 -42.45 18863.6
2 20.51 30 0.88 18863.6
3 18.87 30 40.79 18867.5
1 39.35 30 74.06 18875.9
2 26.17 30 65.69 18875.9
3 44.68 30 66.66 18875.9
1 39.35 30 2.18 18884.2
2 26.17 30 28.4 18884.4
3 38.95 30 -57.52 18888.1
1 39.35 30 -89.92 18892.2
2 26.17 30 -81.15 18896.5
3 20.75 30 -28.87 18896.6
1 20.3 30 50.73 18904.8
2 26.17 30 -81.15 18905
3 30.3 30 57.15 18908.4
1 20.3 30 48.19 18912.6
2 26.17 30 50.05 18917
3 43 30 13.62 18917
1 20.3 30 -91.2 18925.2
2 26.17 30 -59.15 18925.3
3 25.57 30 -49.2 18929
1 20.3 30 -17.23 18933.2
2 26.17 30 -0.62 18937.3
3 19.51 30 32.94 18937.3
1 33.16 30 84.88 18945.7
2 26.17 30 88.11 18945.8
3 44.94 30 63.62 18949.7
1 33.16 30 -11.01 18953.7
2 26.17 30 10.21 18953.8
3 44.43 30 -58.65 18957.6
1 33.16 30 -79.27 18966.2
2 23.7 30 -81.12 18966.3
3 22.16 30 -56.12 18966.3
1 33.16 30 56.43 18974.4
2 23.7 30 40.38 18974.5
3 29.34 30 50.22 18978.2
1 33.16 30 20.39 18982.4
2 41.59 30 40.38 18986.5
3 38.3 30 14.53 18986.5
1 33.16 30 20.39 18994.8
2 31 30 -43.83 18994.8
3 24.09 30 -25.48 18998.5
1 33.16 30 16.34 19002.7
2 31 30 9.1 19007
3 23.16 30 40.57 19007.1
1 33.16 30 67.41 19015.2
2 31 30 72.83 19015.3
3 43.93 30 45.52 19019.1
1 33.16 30 -24.69 19023.3
2 31 30 -75.53 19027.4
3 33.61 30 -53.51 19027.5
1 33.16 30 -40.12 19035.9
2 31 30 -93.27 19035.9
3 18.87 30 -1.91 19039.7
1 33.16 30 74.73 19043.8
2 31 30 54.93 19047.7
3 31.65 30 66.83 19047.8
1 33.16 30 3.32 19056.2
2 31 30 13.52 19056.3
3 41.39 30 8.14 19056.3
1 33.16 30 -52.03 19064.3
2 31 30 -39.1 19068.4
3 22.93 30 -40.84 19068.5
1 33.16 30 59.85 19076.6
2 31 30 53.7 19076.7
3 27.93 30 46.45 19076.8
1 33.16 30 15.74 19085
2 31 30 44.28 19085.1
3 38.74 30 21.62 19088.7
1 33.16 30 -62.08 19092.8
2 31 30 -57.46 19097.1
3 26.59 30 -27.55 19097.2
1 33.16 30 29.69 19105.4
2 31 30 10.28 19105.5
3 24.23 30 28.16 19109.3
1 33.16 30 48.99 19113.5
2 46.16 30 10.28 19113.6
3 38.74 30 26.14 19117.5
1 33.16 30 9.86 19126
2 46.16 30 118.83 19126.1
3 46.18 30 26.14 19126.2
1 33.16 30 9.86 19138.1
2 46.16 30 118.83 19138.1
3 49.95 30 26.14 19141.9
1 33.16 30 9.86 19146.2
2 46.16 30 118.83 19146.3
3 51.94 30 26.14 19146.3
1 33.16 30 9.86 19154.5
2 46.16 30 118.83 19154.5
3 49.67 30 26.14 19158.3
1 33.16 30 9.86 19162.4
2 59.24 30 -270.55 19166.7
3 29.64 30 -96.39 19166.8
1 17.7 30 9.86 19175
2 59.24 30 -60.91 19175
3 17.41 30 -0.56 19178.7
1 17.7 30 9.86 19183
2 59.24 30 119.97 19187.1
3 34.33 30 59.87 19187.1
1 17.7 30 109.58 19199.5
2 59.24 30 49.92 19199.6
3 33.61 30 -19.52 19199.6
1 41.77 30 -83.44 19203.5
2 59.24 30 -107.89 19207.8
3 20.75 30 -15.92 19207.9
1 20.3 30 4.82 19216
2 59.24 30 -107.89 19216.1
3 26.01 30 43.4 19216.2
1 20.3 30 107.11 19224.1
2 59.24 30 96.14 19228
3 42.52 30 17.43 19228.1
1 20.3 30 -67.32 19236.5
2 59.24 30 -114.53 19236.6
3 27.78 30 -60.36 19236.6
1 17.3 30 -27.52 19244.6
2 59.24 30 -114.53 19244.6
3 18.43 30 8.35 19248.4
1 42.28 30 122.12 19252.7
2 59.24 30 112.07 19257
3 33.24 30 55.39 19257.1
1 45.4 30 122.12 19265.2
2 59.24 30 -8.1 19265.3
3 30.99 30 -13.43 19269.1
1 45.4 30 -14.04 19273.1
2 16.61 30 -8.1 19277.1
3 16.74 30 -2.17 19277.2
1 45.4 30 114.56 19285.6
2 16.61 30 144.99 19285.7
3 34.14 30 64.09 19289.5
1 45.4 30 6.63 19293.7
2 16.61 30 82.09 19297.7
3 41.57 30 -17.71 19297.8
1 45.4 30 -72.5 19305.9
2 16.61 30 -94.5 19306
3 21.94 30 -54.87 19306.1
1 45.4 30 77.24 19314.3
2 27.95 30 27.72 19314.4
3 26.45 30 38.31 19318.1
1 45.4 30 64.69 19322.2
2 27.95 30 87.22 19326.4
3 38.74 30 16.03 19326.5
1 45.4 30 -148.61 19334.8
2 27.95 30 -73.68 19334.9
3 25.32 30 -40.54 19338.7
1 45.4 30 13.15 19342.9
2 27.95 30 10.61 19346.9
3 21.45 30 21.56 19346.9
1 45.4 30 58.39 19355.3
2 27.95 30 87.75 19355.3
3 36.47 30 41.21 19359
1 45.4 30 1.76 19363.2
2 27.95 30 1.13 19367.3
3 29.34 30 -28.84 19367.4
1 45.4 30 10.92 19375.8
2 19.84 30 -1.99 19375.9
3 22.93 30 1.79 19379.5
1 45.4 30 106.62 19383.9
2 19.84 30 125.64 19384
3 30.14 30 34.02 19387.8
1 44.84 30 -38.32 19396.2
2 19.84 30 27.63 19396.3
3 27.32 30 1.32 19396.4
1 44.84 30 -14.1 19404.5
2 19.84 30 -25.85 19404.6
3 19.28 30 12.29 19408.2
1 43.28 30 115.5 19416.7
2 19.84 30 90.28 19416.7
3 36.06 30 52.77 19416.8
1 43.28 30 115.5 19424.9
2 56.96 30 28.94 19425
3 35.3 30 -26 19428.6
1 43.28 30 115.5 19432.8
2 29.98 30 -56.81 19437.1
3 19.39 30 -22.21 19437.2
1 43.28 30 104.82 19445.3
2 29.98 30 75.5 19445.4
3 31.47 30 52.33 19449.3
1 43.28 30 -28.06 19453.4
2 29.98 30 23.27 19457.3
3 34.53 30 -2.84 19457.4
1 43.28 30 -44.59 19465.8
2 29.98 30 -32.05 19465.9
3 19.51 30 -18.09 19469.7
1 43.28 30 104.82 19474
2 37.28 30 -32.05 19477.9
3 35.11 30 52 19477.9
1 43.28 30 104.82 19486.3
2 64.2 30 40.49 19486.4
3 34.91 30 -20.87 19486.5
1 43.28 30 -52.35 19494.4
2 64.2 30 -95.1 19494.5
3 19.28 30 -19.89 19498.2
1 43.28 30 108.39 19506.8
2 38.08 30 65.81 19506.9
3 32.01 30 53.25 19507
1 43.28 30 9.72 19514.9
2 38.08 30 35.27 19515
3 35.5 30 -5.14 19518.8
1 43.28 30 -78.96 19523.2
2 30.49 30 35.27 19527.1
3 18.97 30 -22.62 19527.2
1 43.28 30 82.53 19535.5
2 30.49 30 72.33 19535.6
3 34.33 30 55.01 19539.4
1 43.28 30 50.09 19543.4
2 30.49 30 44.2 19547.5
3 36.88 30 -16.61 19547.5
1 43.28 30 50.09 19556
2 34.38 30 -72.38 19556.1
3 19.94 30 -29.32 19556.2
1 43.28 30 27.22 19564
2 30.32 30 51.95 19568
3 31.65 30 50.37 19568.2
1 43.28 30 68.01 19572.1
2 30.32 30 71.24 19576.4
3 36.88 30 -2.99 19576.5
1 43.28 30 -80.61 19584.7
2 30.32 30 -71.82 19584.8
3 20.63 30 -29.11 19588.4
1 43.28 30 4.95 19592.4
2 30.32 30 38.67 19596.8
3 27.47 30 47.11 19596.9
1 43.28 30 59.88 19605
2 30.32 30 56.55 19605
3 37.88 30 13.18 19608.8
1 43.28 30 17.18 19613.2
2 30.32 30 -25.54 19617.2
3 25.17 30 -33.99 19617.2
1 43.28 30 17.18 19625.4
2 26.76 30 36.87 19625.5
3 23.69 30 24.53 19625.5
1 43.28 30 77.72 19633.5
2 26.76 30 83.37 19637.5
3 37.08 30 32.2 19637.6
1 43.28 30 32.84 19646
2 26.76 30 -33.2 19646
3 28.22 30 -29.77 19646
1 43.28 30 -56.51 19654.2
2 26.76 30 -9.07 19654.3
3 21.57 30 9.55 19658.1
1 43.28 30 67.4 19666.5
2 38.94 30 -9.07 19666.6
3 34.14 30 43.03 19666.7
1 43.28 30 52.24 19674.7
2 38.94 30 27.03 19674.8
3 33.43 30 -14.74 19678.5
1 34.96 30 -113.3 19687
2 38.94 30 -74.05 19687
3 17.82 30 -11.16 19687.1
1 34.96 30 30.36 19695.1
2 38.94 30 68.29 19695.2
3 26.3 30 61.85 19698.9
1 34.96 30 55.06 19703.2
2 38.94 30 64.91 19707.5
3 42.76 30 19.85 19707.5
1 34.96 30 -76.49 19715.7
2 38.94 30 -86.72 19715.8
3 27.62 30 -57.68 19719.5
1 34.96 30 -1.88 19727.8
2 38.94 30 29.59 19727.9
3 24.61 30 13 19731.9
1 34.96 30 107.74 19736.1
2 47.69 30 72.71 19736.1
3 29.18 30 28.21 19740
1 34.96 30 -22.54 19744.2
2 47.69 30 -19.03 19744.3
3 26.01 30 5.53 19748.1
1 34.96 30 -1.88 19756.5
2 27.33 30 -19.03 19756.6
3 23.29 30 21.49 19756.7
1 34.96 30 103.19 19764.9
2 27.33 30 77.57 19765
3 36.26 30 35.29 19768.6
1 34.96 30 -58.01 19777
2 27.33 30 -18.24 19781.1
3 22.67 30 -24.54 19781.2
1 34.96 30 -43.98 19785.2
2 27.33 30 -3.02 19785.3
3 19.28 30 38.41 19789.3
1 34.96 30 116.07 19797.5
2 36.1 30 -3.02 19801.4
3 50.24 30 55.78 19801.5
1 34.96 30 -18.67 19805.8
2 36.1 30 38.37 19805.8
3 50.53 30 -94.24 19809.5
1 34.96 30 -68.1 19817.9
2 34.19 30 38.37 19817.9
3 24.61 30 -95.68 19822.2
1 34.96 30 89.29 19822.2
2 34.19 30 46.94 19826.2
3 25.46 30 28.88 19826.3
1 34.96 30 6.43 19834.4
2 48.72 30 51.46 19834.6
3 32.87 30 24.89 19838.3
1 25.34 30 6.43 19842.5
2 48.72 30 -26.43 19846.7
3 27.17 30 3.77 19846.8
1 25.34 30 71.83 19854.9
2 34.72 30 48.68 19854.9
3 25.86 30 3.77 19858.6
1 62.07 30 54.51 19862.9
2 34.72 30 52.36 19867.1
3 24.61 30 3.77 19867.2
1 62.07 30 54.51 19875.4
2 36.26 30 -33.68 19875.5
3 17.41 30 3.77 19875.5
1 24.04 30 16.32 19887.7
2 36.26 30 44.03 19891.8
3 17.82 30 3.77 19891.9
1 24.04 30 40.35 19895.9
2 36.26 30 44.03 19896
3 19.06 30 3.77 19896.1
1 24.04 30 40.35 19904
2 49 30 44.03 19904
3 19.94 30 3.77 19907.8
1 24.04 30 40.35 19912.2
2 49 30 44.03 19916.1
3 20.51 30 3.77 19916.2
1 53.49 30 40.35 19924.7
2 49 30 44.03 19924.8
3 20.63 30 3.77 19924.8
1 53.49 30 40.35 19932.6
2 49 30 44.03 19936.7
3 29.97 30 60.13 19936.8
1 38 30 40.35 19945.1
2 49 30 44.03 19945.3
3 41.57 30 16.01 19948.8
1 38 30 -24.84 19952.9
2 49 30 44.03 19957.2
3 30.47 30 -39.63 19957.3
1 38 30 48.66 19965.4
2 49 30 -21.68 19965.5
3 23.82 30 15.74 19965.6
1 38 30 13.74 19973.7
2 49 30 50.14 19977.5
3 30.64 30 44.25 19977.6
1 27.52 30 -13.87 19986
2 49 30 50.14 19986.1
3 38.3 30 15.3 19986.2
1 27.52 30 22.61 19994.1
2 33.25 30 50.14 19994.1
3 25.86 30 -23.2 19997.9
1 34.96 30 50.28 20006.5
2 33.25 30 50.14 20010.3
3 32.01 30 34.02 20010.4
1 34.96 30 -9.3 20014.6
2 33.25 30 46.22 20014.7
3 37.08 30 8.34 20018.4
1 17.6 30 0.69 20022.7
2 33.25 30 46.22 20026.8
3 22.93 30 -17.24 20026.9
1 17.6 30 0.69 20035.3
2 31.17 30 57.74 20035.4
3 32.36 30 48.53 20038.9
1 60.96 30 46.47 20043.1
2 31.17 30 57.74 20047.2
3 40.92 30 6.47 20047.2
1 60.96 30 -139.21 20059.5
2 31.17 30 -88.12 20059.6
3 19.17 30 -36.64 20059.6
1 60.96 30 -8.15 20063.6
2 31.17 30 18.84 20067.7
3 16.35 30 67.12 20067.8
1 60.96 30 86.65 20075.9
2 31.17 30 107.4 20076
3 50.53 30 81.84 20076
1 60.96 30 -33.43 20084.2
2 31.17 30 -7.37 20084.2
3 43.49 30 -84.24 20088
1 60.96 30 -57.36 20096.4
2 31.17 30 -21.51 20096.5
3 21.81 30 -49.05 20096.5
1 60.96 30 77.37 20109
2 31.17 30 124.46 20109.1
3 44.43 30 54.32 20109.2
1 60.96 30 -27.36 20117.1
2 31.17 30 53.07 20117.2
3 47.78 30 -53.93 20117.2
1 60.96 30 -79.8 20125.4
2 31.17 30 -97.92 20125.4
3 24.75 30 -70.65 20129.1
1 60.96 30 55.12 20133.2
2 31.17 30 47.59 20133.3
3 29.64 30 39.47 20137.3
1 60.96 30 3.94 20145.7
2 50.41 30 53.84 20145.7
3 36.88 30 15.86 20145.8
1 60.96 30 -15.19 20153.9
2 50.41 30 -31.59 20158
3 25.32 30 -16.18 20158
1 60.96 30 56.98 20166.2
2 50.41 30 49.52 20166.3
3 28.22 30 36.62 20166.4
1 60.96 30 16.91 20174.3
2 50.41 30 50.28 20174.4
3 37.29 30 22.25 20178.1
1 60.96 30 -50.61 20182.5
2 50.41 30 -37.88 20186.7
3 25.72 30 -18.25 20186.7
1 60.96 30 32.53 20194.9
2 27.79 30 26.05 20194.9
3 25.72 30 34.62 20198.6
1 60.96 30 57.22 20202.9
2 27.79 30 75.52 20207
3 40.69 30 34.81 20207.1
1 38.88 30 -78.3 20215.4
2 27.79 30 75.52 20215.6
3 30.3 30 -35.25 20215.6
1 38.88 30 -28.56 20223.3
2 27.79 30 15.8 20227.5
3 21.94 30 15.72 20227.6
1 38.88 30 78.89 20235.9
2 27.79 30 102.59 20236
3 39.17 30 53.72 20236
1 45.4 30 -57.3 20244
2 27.79 30 102.59 20244.1
3 33.99 30 -27.47 20247.9
1 16.98 30 -61.17 20256.1
2 27.79 30 102.59 20256.2
3 19.62 30 -1.57 20256.2
1 16.98 30 75.9 20266.7
2 27.79 30 106.01 20266.8
3 37.29 30 65.29 20268.2
1 16.98 30 -137.49 20272.6
2 27.79 30 5.86 20276.7
3 35.5 30 -17.99 20276.8
1 20.52 30 -131.73 20285
2 27.79 30 5.86 20285.1
3 19.39 30 -9.04 20288.8
1 20.52 30 57.76 20293.2
2 27.79 30 106.39 20297.1
3 39.39 30 66.49 20297.2
1 20.52 30 -2.29 20309.4
2 27.79 30 16.33 20309.5
3 29.97 30 -28.47 20309.5
1 20.52 30 -14.63 20313.4
2 25.05 30 -40.89 20317.7
3 23.16 30 15.99 20317.8
1 20.52 30 80.56 20326
2 25.05 30 86.42 20326.1
3 35.86 30 47.84 20326.1
1 41.52 30 80.56 20334.2
2 25.05 30 22.95 20334.3
3 33.61 30 -10.62 20337.9
1 41.52 30 -41.86 20342.1
2 27.64 30 -44.68 20346.4
3 22.93 30 0.61 20346.4
1 41.52 30 74.23 20354.6
2 35.11 30 72.61 20354.6
3 31.65 30 49.12 20358.3
1 41.52 30 8.7 20362.6
2 35.11 30 40.19 20366.9
3 39.79 30 10.65 20366.9
1 22.3 30 -61.37 20375.1
2 35.11 30 40.19 20375.2
3 22.16 30 -30.32 20378.9
1 22.3 30 49.12 20383.2
2 35.11 30 51.33 20387.2
3 26.74 30 52.82 20387.3
1 22.3 30 46.22 20395.5
2 35.11 30 77.73 20395.6
3 45.45 30 30.17 20395.7
1 22.3 30 -81.55 20403.6
2 35.11 30 -99.27 20407.8
3 29.8 30 -58.66 20407.9
1 12.92 30 -81.55 20416
2 35.11 30 -32.09 20416
3 20.51 30 16.08 20416.1
1 12.92 30 96.06 20424.3
2 35.11 30 115.57 20424.4
3 43.49 30 61.24 20428.2
1 12.92 30 -21.82 20436.6
2 35.11 30 19.61 20436.9
3 38.74 30 -48.74 20437
1 17.6 30 -68.2 20444.6
2 35.11 30 19.61 20444.7
3 19.84 30 -24.97 20448.5
1 17.6 30 72.9 20452.9
2 35.11 30 81.88 20457
3 36.26 30 64.49 20457
1 17.6 30 13.68 20465.2
2 35.11 30 38.93 20465.3
3 37.5 30 -12.51 20469
1 23.36 30 -96.83 20473.4
2 35.11 30 -83.53 20477.4
3 19.62 30 -18.69 20477.5
1 23.36 30 -96.83 20485.6
2 29.03 30 51.71 20485.9
3 26.45 30 65.71 20486.3
1 50.31 30 39.97 20493.6
2 29.03 30 51.71 20493.7
3 46.97 30 31.9 20497.8
1 50.31 30 -85.99 20505.9
2 29.03 30 -68.24 20506
3 31.83 30 -66.06 20506
1 50.31 30 9.19 20514.2
2 29.03 30 -8.62 20514.3
3 20.05 30 9.66 20518.2
1 50.31 30 60.48 20522.3
2 29.03 30 112.2 20526.4
3 39.79 30 63.75 20526.4
1 50.31 30 3.09 20534.7
2 29.03 30 10.94 20534.7
3 37.88 30 -29.96 20539.2
1 50.31 30 -53.48 20542.8
2 29.03 30 -77.01 20547
3 19.06 30 -20.39 20547.1
1 50.31 30 73.65 20559.4
2 29.03 30 83.53 20559.5
3 44.68 30 68.69 20559.5
1 50.31 30 37.12 20563.4
2 29.03 30 35.56 20567.7
3 52.24 30 -54.51 20567.8
1 50.31 30 -122.72 20579.9
2 29.03 30 -96.48 20580
3 22.67 30 -92.28 20580
1 50.31 30 2.57 20583.8
2 29.03 30 30.73 20583.8
3 21.2 30 50.55 20588
1 35.6 30 78.35 20592.1
2 29.03 30 79.27 20596.1
3 48.82 30 58.27 20596.2
1 35.6 30 -12.09 20604.5
2 29.03 30 -36.55 20604.5
3 38.52 30 -75.08 20608.4
1 35.6 30 -11.32 20612.6
2 18.75 30 -19.65 20616.7
3 20.4 30 -19.53 20616.8
1 35.6 30 118.67 20628.9
2 18.75 30 111.11 20628.9
3 48.27 30 66.08 20633.1
1 35.6 30 118.67 20633.2
2 18.75 30 -24.99 20637.2
3 63.77 30 66.08 20637.3
1 35.6 30 118.67 20645.3
2 18.75 30 -24.99 20645.4
3 70.01 30 66.08 20645.4
1 35.6 30 118.67 20653.6
2 35.31 30 -24.99 20653.8
3 49.67 30 -177.72 20657.6
1 35.6 30 -318.38 20666
2 35.31 30 -3.56 20666.1
3 23.29 30 -76.03 20669.6
1 35.6 30 -93.73 20673.9
2 35.31 30 63.63 20673.9
3 31.47 30 50.84 20677.8
1 35.6 30 67.4 20682.2
2 50.12 30 63.63 20686.3
3 44.68 30 15.07 20686.4
1 35.6 30 -46.7 20694.4
2 34.92 30 -77.61 20694.5
3 25.86 30 -51.36 20698.4
1 35.6 30 5.03 20702.6
2 34.92 30 -1.57 20706.7
3 23.16 30 37.76 20706.8
1 47.63 30 110.12 20717.1
2 34.92 30 -1.57 20717.2
3 48.55 30 51.5 20718.8
1 47.63 30 -42.1 20723.1
2 34.92 30 -20.44 20727.1
3 37.5 30 -70.71 20727.2
1 47.63 30 -42.1 20735.4
2 17.4 30 -55.04 20735.5
3 19.17 30 -15.48 20735.7
1 39.12 30 106.67 20743.7
2 17.4 30 81.18 20743.8
3 35.3 30 71.15 20747.7
1 39.12 30 0.49 20756
2 17.4 30 24.94 20756.1
3 38.52 30 -4.36 20756.2
1 39.12 30 -64.19 20764
2 17.4 30 -87.52 20768.2
3 19.17 30 -20.44 20768.2
1 39.12 30 93.6 20772.1
2 17.4 30 25.85 20776.5
3 31.3 30 71.29 20776.5
1 71.95 30 61.66 20784.7
2 17.4 30 25.85 20784.8
3 51.35 30 15.89 20788.5
1 71.95 30 -165.01 20792.9
2 17.4 30 -66.77 20796.8
3 29.18 30 -84.87 20796.9
1 71.95 30 -10.35 20805.1
2 17.4 30 -17.37 20805.2
3 20.87 30 20.97 20805.2
1 71.95 30 114.46 20813.3
2 17.4 30 91.9 20817.4
3 41.81 30 62.73 20817.4
1 71.95 30 -66.42 20825.5
2 17.4 30 -6.24 20825.6
3 39.17 30 -37.03 20825.7
1 71.95 30 -63.17 20833.8
2 17.4 30 -61.2 20837.8
3 20.51 30 -23.85 20837.9
1 39.12 30 105.32 20846
2 17.4 30 72.32 20846
3 35.7 30 64.44 20846.1
1 39.12 30 -0.86 20854.2
2 45.9 30 72.32 20854.3
3 36.67 30 -6.4 20858.2
1 39.12 30 -43.44 20866.5
2 22.94 30 72.32 20866.6
3 19.28 30 -11.25 20866.7
1 39.12 30 99.57 20874.9
2 22.94 30 53.4 20875
3 33.06 30 70.69 20875.1
1 39.12 30 -1.98 20883
2 22.94 30 43.13 20887
3 45.92 30 7.01 20887
1 39.12 30 -50.88 20895.1
2 31.17 30 -69.51 20895.2
3 24.61 30 -57.73 20899
1 39.12 30 88.28 20903.3
2 31.17 30 17.14 20903.4
3 25.72 30 43.77 20907.4
1 39.12 30 35.79 20915.7
2 31.17 30 50.31 20915.7
3 40.92 30 38.48 20915.8
1 33.56 30 35.79 20924
2 31.17 30 -12.25 20924.1
3 30.47 30 -32.72 20927.7
1 22.16 30 26.4 20932
2 31.17 30 9.45 20936.1
3 23.43 30 19.4 20936.1
1 46.82 30 78.51 20944.2
2 31.17 30 73.51 20944.3
3 37.5 30 49.92 20944.3
1 46.82 30 -39.98 20952.5
2 31.17 30 -3.05 20956.4
3 29.34 30 -15.47 20956.5
1 46.82 30 -9.72 20964.8
2 31.17 30 -8.83 20964.9
3 20.05 30 20.32 20964.9
1 46.82 30 115.6 20972.9
2 31.17 30 87.27 20976.9
3 42.52 30 67.01 20977
1 45.96 30 115.6 20985.3
2 31.17 30 -8.65 20985.3
3 37.29 30 -40.4 20989
1 45.96 30 -35.69 20993.3
2 31.17 30 -46.98 20997.4
3 20.28 30 -14.25 20997.5
1 45.96 30 102.19 21005.7
2 31.17 30 80.14 21005.8
3 39.17 30 65.8 21005.8
1 52.49 30 -48.53 21014.1
2 31.17 30 80.14 21014.2
3 37.67 30 -23.64 21018
1 52.49 30 -68.35 21026.4
2 31.17 30 -90.08 21026.5
3 19.39 30 -16.12 21026.6
1 52.49 30 97.85 21034.4
2 31.17 30 45.82 21034.4
3 31.65 30 70.24 21038.3
1 52.49 30 39.87 21042.4
2 31.17 30 42.69 21046.6
3 45.19 30 14.19 21046.7
1 52.49 30 -146.03 21055
2 31.17 30 -73.13 21055.1
3 28.09 30 -53.92 21058.9
1 52.49 30 38 21063.1
2 31.17 30 14.07 21063.2
3 22.67 30 26.59 21067.2
1 52.49 30 42.53 21075.4
2 31.17 30 59.33 21075.5
3 38.3 30 53.89 21075.5
1 52.49 30 -42.23 21087.8
2 31.17 30 3.54 21088
3 25.03 30 -19.3 21091.7
