Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
3 37.67 30 -29.94 67235
1 17.7 30 -44.85 67243.2
2 23.7 30 31.14 67243.3
3 21.32 30 -4.47 67243.3
1 17.7 30 62.02 67251.4
2 23.7 30 28.93 67255.5
3 37.08 30 72.24 67255.6
1 17.7 30 -3.4 67259.6
2 23.7 30 50.63 67263.8
3 43.49 30 -1.51 67263.8
1 17.7 30 -27.42 67271.9
2 23.7 30 -29.44 67276.1
3 24.09 30 -33.54 67276.1
1 17.7 30 59.1 67280.1
2 23.7 30 3.95 67284.2
3 29.8 30 58.43 67284.3
1 17.7 30 8.66 67292.6
2 23.7 30 37.35 67292.7
3 44.18 30 31.54 67292.8
1 17.7 30 -67.34 67300.8
2 23.7 30 2.77 67300.9
3 30.47 30 -37.22 67304.8
1 17.7 30 27.65 67317
2 23.7 30 2.77 67317.1
3 33.43 30 20.4 67317.1
1 17.7 30 76.71 67321.3
2 23.7 30 85.95 67321.3
3 44.18 30 20.4 67325.2
1 17.7 30 76.71 67333.6
2 75.1 30 85.95 67333.7
3 51.05 30 20.4 67333.8
1 17.7 30 76.71 67341.9
2 93.33 30 85.95 67342
3 38.74 30 -82.87 67345.7
1 17.7 30 -286.05 67349.8
2 53 30 -287.94 67354
3 19.51 30 -21.29 67354.1
1 17.7 30 -29.43 67362.1
2 53 30 -86.26 67362.2
3 28.09 30 69.86 67366
1 17.7 30 91.28 67370.4
2 53 30 79.44 67374.4
3 51.05 30 27.22 67374.5
1 17.7 30 -85.31 67382.8
2 50.69 30 14.32 67382.9
3 33.43 30 -83.06 67383
1 17.7 30 -55.59 67390.9
2 50.69 30 -75.12 67394.9
3 21.32 30 5.06 67395
1 17.7 30 84.28 67398.9
2 50.69 30 76.42 67403
3 35.11 30 60.7 67403
1 17.7 30 -17.74 67411.3
2 59.59 30 76.42 67411.4
3 38.09 30 -3.12 67415.1
1 17.7 30 -56.89 67423.5
2 59.59 30 -119.63 67423.6
3 20.63 30 -18.04 67423.7
1 17.7 30 63.57 67431.9
2 59.59 30 -38.91 67432
3 27.93 30 64.26 67435.8
1 17.7 30 22.03 67440
2 59.59 30 63.59 67444.2
3 46.18 30 28 67444.2
1 17.7 30 -82.28 67452.1
2 36.67 30 63.59 67452.2
3 32.36 30 -58.56 67452.2
1 17.7 30 26.57 67460.7
2 36.67 30 -5.02 67460.7
3 24.89 30 10.51 67464.5
1 17.7 30 50.24 67472.9
2 36.67 30 77.93 67473
3 34.33 30 42.93 67476.5
1 17.7 30 -33.54 67481
2 36.67 30 -1.06 67485
3 34.14 30 0.75 67485.1
1 17.7 30 12.93 67489.1
2 20.39 30 -1.06 67493.1
3 24.89 30 1.51 67493.2
1 17.7 30 73.59 67501.5
2 20.39 30 71.46 67501.6
3 31.83 30 42.79 67505.4
1 17.7 30 -47.57 67509.6
2 48.72 30 33.16 67513.7
3 35.7 30 13.2 67513.9
1 17.7 30 -43.53 67522.1
2 48.72 30 -65.35 67522.2
3 25.03 30 -6.33 67525.9
1 17.7 30 77.48 67530
2 22.29 30 19.08 67530.1
3 27.01 30 42 67534
1 17.7 30 8.57 67542.2
2 22.29 30 61.95 67542.3
3 38.52 30 32.27 67542.3
1 17.7 30 -74.59 67550.6
2 22.29 30 -17.39 67554.6
3 29.8 30 -20.39 67554.7
1 17.7 30 51.32 67558.7
2 18.86 30 -17.39 67562.9
3 26.01 30 19.7 67563
1 17.7 30 43.74 67571.2
2 18.86 30 79.11 67571.3
3 35.7 30 37.26 67575
1 17.7 30 -77.82 67579.1
2 18.86 30 1.01 67583.1
3 27.78 30 -6.25 67583.2
1 17.7 30 10.86 67591.6
2 18.86 30 -20.91 67591.6
3 28.69 30 28.35 67595.6
1 17.7 30 82.48 67599.7
2 18.86 30 79.44 67603.8
3 40.69 30 23.85 67603.9
1 17.7 30 -47.82 67612.2
2 18.86 30 27.48 67612.2
3 28.53 30 -31.4 67616
1 17.7 30 -12.64 67620.3
2 32.2 30 -45.03 67620.4
3 20.4 30 24.41 67624.1
1 17.7 30 81.48 67632.4
2 32.2 30 17.12 67632.4
3 41.15 30 65.34 67632.5
1 17.7 30 -67.35 67640.8
2 32.2 30 60.49 67644.8
3 41.15 30 -33.48 67644.9
1 17.7 30 -110.73 67653.1
2 32.2 30 -53.81 67653.2
3 21.69 30 -33.48 67653.3
1 17.7 30 80.8 67661.3
2 32.2 30 0.5 67661.4
3 29.34 30 58.84 67664.9
1 17.7 30 34.8 67669.1
2 32.2 30 76.2 67673.2
3 45.71 30 20.79 67673.3
1 17.7 30 -112.78 67681.5
2 40.44 30 -21.81 67681.6
3 28.85 30 -56.43 67685.4
1 17.7 30 15.3 67689.9
2 40.44 30 -24.06 67694
3 28.69 30 22.85 67694.1
1 17.7 30 76.54 67702
2 40.44 30 82.53 67702.1
3 38.52 30 23.68 67702.1
1 17.7 30 -74.84 67710.2
2 40.44 30 20.09 67714.2
3 27.01 30 -20.63 67714.2
1 17.7 30 -5.48 67722.5
2 25.87 30 -74.16 67722.5
3 23.82 30 31.9 67722.6
1 17.7 30 91.92 67730.7
2 25.87 30 43.51 67734.9
3 41.81 30 48.05 67734.9
1 17.7 30 -35.19 67738.9
2 25.87 30 40 67743
3 38.74 30 -37.01 67743.1
1 17.7 30 -76.32 67751.4
2 25.87 30 -50.46 67751.5
3 23.16 30 -21.65 67755.2
1 17.7 30 70.17 67763.4
2 25.87 30 25.24 67763.4
3 32.51 30 51.22 67763.5
1 17.7 30 -23.09 67771.8
2 25.87 30 43.46 67771.9
3 41.15 30 9.6 67771.9
1 17.7 30 -28.9 67780
2 25.87 30 -5.57 67784.1
3 25.86 30 -33.95 67784.2
1 17.7 30 74.73 67792.3
2 25.87 30 21.89 67792.5
3 29.18 30 37.52 67796.2
1 17.7 30 -9.42 67800.5
2 25.87 30 63.22 67804.3
3 36.47 30 21.04 67804.3
1 17.7 30 -39.95 67812.6
2 36.46 30 -35.77 67812.6
3 24.23 30 -10.55 67816.6
1 17.7 30 85.43 67821
2 17.81 30 -4.49 67821.1
3 25.32 30 45.63 67824.8
1 17.7 30 52.46 67829.1
2 17.81 30 83.78 67833.2
3 45.19 30 40.44 67833.3
1 17.7 30 -151.16 67841.5
2 17.81 30 -7.43 67841.6
3 33.06 30 -54.21 67845.3
1 17.7 30 -18.49 67853.7
2 17.81 30 -34.45 67857.5
3 27.62 30 7.21 67857.6
1 17.7 30 144.18 67862
2 17.81 30 140.14 67862
3 36.67 30 7.21 67865.7
1 17.7 30 -84.09 67870.1
2 17.81 30 140.14 67870.2
3 37.5 30 7.21 67874
1 17.7 30 -119 67882.2
2 17.81 30 140.14 67882.3
3 31.3 30 -15.25 67882.4
1 17.7 30 36.12 67890.6
2 17.81 30 -232.57 67894.7
3 21.69 30 15.75 67894.7
1 17.7 30 34.64 67902.6
2 27.64 30 -59.44 67902.7
3 33.06 30 58.97 67902.8
1 17.7 30 27.56 67911.1
2 48.72 30 102.28 67914.9
3 45.19 30 7.27 67915
1 17.7 30 -31.87 67919.2
2 48.72 30 1.86 67923.3
3 27.47 30 -53.84 67923.4
1 17.7 30 69.66 67931.6
2 48.72 30 -3.24 67931.7
3 32.36 30 29.77 67935.5
1 17.7 30 60.09 67939.8
2 53.85 30 -3.24 67943.6
3 41.57 30 10.31 67943.6
1 17.7 30 -151.34 67952
2 53.85 30 -24.7 67952.1
3 24.34 30 -36.06 67952.2
1 17.7 30 -28.36 67964.3
2 53.85 30 -15.93 67964.4
3 31.65 30 45.11 67964.5
1 17.7 30 128.58 67972.6
2 53.85 30 135.81 67972.7
3 47.24 30 13.65 67972.7
1 17.7 30 -80.87 67980.7
2 53.85 30 16.35 67984.6
3 29.01 30 -64.73 67984.7
1 17.7 30 -36.22 67992.8
2 27.18 30 -42.95 67992.8
3 26.74 30 21.38 67992.9
1 17.7 30 120.55 68001.2
2 41.59 30 102.6 68005.2
3 41.15 30 32.82 68005.3
1 17.7 30 -73.27 68009.1
2 61.7 30 102.6 68013.5
3 33.61 30 -34.43 68013.6
1 17.7 30 -15.17 68021.7
2 61.7 30 -66.05 68021.8
3 26.86 30 3.27 68021.9
1 17.7 30 116.58 68029.8
2 36.1 30 53.95 68033.7
3 33.06 30 32.01 68033.8
1 17.7 30 -39.45 68042.1
2 56.96 30 61.63 68046
3 31.83 30 6.05 68046.1
1 17.7 30 -16.63 68050.3
2 39.59 30 -43.49 68054.3
3 26.86 30 12.1 68054.4
1 17.7 30 113.56 68062.7
2 35.11 30 43.36 68062.8
3 35.11 30 31.95 68062.9
1 17.7 30 -22.57 68070.8
2 35.11 30 65.43 68070.9
3 30.99 30 -4.32 68074.7
1 17.7 30 -33.04 68082.9
2 35.11 30 -51.28 68082.9
3 23.69 30 16.28 68082.9
1 17.7 30 115.98 68091.3
2 35.11 30 47.64 68091.5
3 39.17 30 47.9 68095.1
1 17.7 30 -6.91 68099.4
2 35.11 30 75.32 68103.5
3 37.29 30 -24.58 68103.5
1 17.7 30 -12.58 68111.8
2 35.11 30 -81.98 68112
3 22.42 30 -15.17 68112
1 17.7 30 113.56 68123.9
2 35.11 30 26.61 68123.9
3 45.71 30 54.2 68127.9
1 17.7 30 26.84 68132
2 35.11 30 74.05 68132.1
3 49.1 30 -57.46 68132.2
1 17.7 30 -99.44 68140.3
2 35.11 30 -55.26 68140.3
3 24.75 30 -74.44 68144.2
1 17.7 30 56.17 68148.4
2 35.11 30 -5.74 68152.5
3 30.14 30 42.31 68152.5
1 17.7 30 64.47 68164.9
2 35.11 30 137.51 68165
3 45.45 30 18.69 68169.8
1 17.7 30 -92.18 68173
2 35.11 30 68.84 68173.1
3 36.06 30 -56.43 68173.1
1 17.7 30 -8.81 68185.5
2 50.98 30 68.84 68185.6
3 20.51 30 -9.48 68185.7
1 45.96 30 106.79 68189.4
2 50.98 30 -18.11 68193.6
3 23.82 30 63.25 68193.7
1 45.96 30 -11.62 68201.8
2 41.12 30 -18.11 68206
3 52.84 30 47.06 68206.1
1 45.96 30 -54.37 68210
2 57.96 30 -18.11 68213.9
3 48.27 30 -93.44 68213.9
1 45.96 30 68.16 68222.1
2 57.96 30 -53.93 68222.2
3 29.8 30 -70.58 68222.2
1 45.96 30 25.93 68230.6
2 34.72 30 51.5 68230.7
3 32.69 30 18.27 68234.4
1 45.96 30 -31.12 68242.8
2 34.72 30 61.98 68242.9
3 29.8 30 7.27 68243.1
1 45.96 30 51.49 68251.1
2 34.72 30 -22.58 68251.2
3 28.69 30 18.16 68254.9
1 45.96 30 44.42 68263.1
2 34.72 30 36.99 68263.2
3 32.69 30 22.22 68263.2
1 45.96 30 -44.64 68271.5
2 43.44 30 32.27 68271.5
3 31.3 30 7.2 68275.4
1 45.96 30 22.1 68279.4
2 43.44 30 16.7 68283.6
3 26.74 30 14.07 68283.7
1 45.96 30 48.4 68292.1
2 43.44 30 44.91 68292.2
3 33.43 30 31.9 68295.9
1 45.96 30 12.05 68300
2 43.44 30 52.59 68304.1
3 31.3 30 3.48 68304.2
1 45.96 30 0.25 68312.3
2 37.49 30 -26.6 68312.4
3 23.82 30 14.02 68316.3
1 45.96 30 106.99 68320.6
2 37.49 30 44.96 68324.5
3 38.95 30 46.52 68324.6
1 45.96 30 -28.92 68333
2 37.49 30 82.1 68333
3 38.52 30 -24.19 68333.1
1 45.96 30 -52.22 68341
2 45.13 30 82.1 68341.1
3 24.48 30 -22.02 68344.8
1 45.96 30 102.68 68349
2 31.84 30 5.87 68353.2
3 31.47 30 43.19 68353.2
1 45.96 30 -17.42 68361.5
2 31.84 30 71.92 68361.6
3 46.18 30 13.3 68365.5
1 45.96 30 40.38 68369.9
2 31.84 30 135.23 68369.9
3 64.53 30 92.72 68373.8
1 45.96 30 40.38 68382
2 31.84 30 135.23 68382.1
3 65.62 30 -0.3 68382.2
1 45.96 30 40.38 68394.2
2 31.84 30 135.23 68394.3
3 47.24 30 -5.72 68394.3
1 45.96 30 40.38 68402.5
2 31.84 30 135.23 68402.5
3 40.47 30 -5.72 68402.5
1 45.96 30 40.38 68410.9
2 108.57 30 135.23 68410.9
3 55.86 30 120.03 68414.6
1 45.96 30 -33.62 68418.9
2 108.57 30 135.23 68423.1
3 78.42 30 43.07 68423.1
1 45.96 30 37.48 68435.4
2 110.01 30 135.23 68435.5
3 41.57 30 -71.57 68435.6
1 45.96 30 28.47 68439.1
2 110.01 30 -195.18 68443.3
3 40.47 30 112.66 68443.4
1 45.96 30 69.41 68451.6
2 110.01 30 126.68 68451.7
3 90.27 30 118.19 68451.7
1 45.96 30 -28.4 68459.9
2 110.01 30 112.36 68463.9
3 66.01 30 -130.82 68464
1 45.96 30 -7.35 68472.2
2 110.01 30 -126.23 68472.3
3 37.08 30 -9.52 68472.4
1 45.96 30 161.48 68480.4
2 110.01 30 84.09 68480.5
3 60.9 30 135.12 68484.2
1 45.96 30 5.06 68492.4
2 110.01 30 32.45 68492.5
3 57.84 30 16.02 68492.5
1 45.96 30 -31.9 68500.9
2 110.01 30 -42.27 68501
3 47.51 30 29.87 68504.8
1 45.96 30 167.37 68509
2 59.24 30 -42.27 68513.1
3 68.42 30 80.44 68513.2
1 45.96 30 49.28 68521.4
2 59.24 30 55.19 68521.5
3 60.19 30 -25.51 68525.3
1 45.96 30 -105.81 68529.5
2 59.24 30 -49.05 68533.4
3 40.69 30 15.65 68533.5
1 45.96 30 88.53 68541.9
2 59.24 30 69.19 68542
3 72.51 30 112.13 68545.7
1 45.96 30 32.26 68550
2 87.21 30 127.83 68554
3 65.62 30 -46.93 68554
1 45.96 30 -110.82 68562.4
2 87.21 30 -87.57 68562.5
3 31.83 30 -12.48 68566.2
1 45.96 30 125.12 68570.6
2 35.5 30 -87.57 68570.7
3 57.51 30 156.47 68574.5
1 45.96 30 4.55 68578.5
2 35.5 30 170.96 68582.5
3 67.61 30 28.08 68582.6
1 45.96 30 -58.23 68591
2 35.5 30 -106.54 68591
3 44.43 30 -24.03 68594.9
1 45.96 30 126.55 68599
2 35.5 30 68.21 68603.2
3 57.51 30 91.84 68603.3
1 45.96 30 -20 68611.5
2 35.5 30 92.4 68611.6
3 68.42 30 25.45 68615.2
1 45.96 30 -7.32 68619.4
2 35.5 30 -80.42 68623.5
3 44.94 30 -30.75 68623.5
1 45.96 30 143.46 68631.7
2 35.5 30 104.28 68631.8
3 57.51 30 86.67 68631.8
1 45.96 30 -5.51 68640.1
2 35.5 30 68.38 68644.1
3 63.77 30 22.79 68644.2
1 45.96 30 -10.98 68652.3
2 46.89 30 -84.54 68652.4
3 44.94 30 -10.04 68652.4
1 45.96 30 159.96 68660.4
2 46.89 30 108.99 68660.5
3 54.96 30 84.12 68664.4
1 45.96 30 -3.71 68668.7
2 46.89 30 60.26 68672.6
3 67.2 30 33.05 68672.6
1 45.96 30 -9.14 68680.9
2 46.89 30 -47.3 68681
3 46.97 30 -29.7 68685
1 45.96 30 155.79 68689.3
2 46.89 30 109.78 68693.3
3 58.8 30 71.46 68693.5
1 45.96 30 3.01 68701.6
2 46.89 30 -22.77 68701.7
3 51.94 30 11.21 68705.4
1 45.96 30 -3.18 68709.7
2 46.89 30 -44.95 68713.6
3 44.43 30 44.26 68713.6
1 45.96 30 164.56 68722
2 46.89 30 189.1 68722.1
3 72.51 30 80.9 68722.1
1 45.96 30 -23.18 68730.3
2 46.89 30 96.6 68730.4
3 55.6 30 -60.87 68734.2
1 45.96 30 -31.01 68742.6
2 46.89 30 -121.18 68742.7
3 36.47 30 23.67 68742.7
1 45.96 30 161.93 68750.8
2 46.89 30 160.1 68750.9
3 70.01 30 118.56 68754.7
1 45.96 30 -14.09 68758.6
2 46.89 30 160.1 68762.7
3 60.54 30 -49.14 68762.8
1 45.96 30 -55.11 68771.3
2 46.89 30 -121.18 68771.4
3 34.33 30 -1.83 68775.1
1 45.96 30 151.09 68783.5
2 46.89 30 83.52 68783.6
3 78.42 30 129.22 68787.5
1 45.96 30 13.64 68791.7
2 46.89 30 95.01 68791.8
3 83.35 30 -91.21 68791.9
1 45.96 30 -35.97 68799.9
2 46.89 30 -153.96 68804
3 37.5 30 -115.87 68804
1 45.96 30 99.46 68812.1
2 46.89 30 -52.43 68812.2
3 58.18 30 113.4 68812.3
1 45.96 30 3.13 68820.3
2 46.89 30 179.74 68820.4
3 68.42 30 9.99 68824.1
1 45.96 30 -102.45 68832.4
2 46.89 30 -7.63 68832.5
3 39.79 30 -42.86 68832.5
1 45.96 30 121.45 68840.7
2 46.89 30 76 68840.7
3 60.54 30 100.29 68844.5
1 45.96 30 -36.4 68849.5
2 46.89 30 64.56 68852.8
3 52.84 30 -3.47 68852.9
1 45.96 30 -12.38 68861.3
2 44.38 30 -60.11 68861.5
3 40.02 30 35.04 68865.1
1 45.96 30 163.2 68869.4
2 44.38 30 111.67 68873.6
3 70.01 30 98.38 68873.8
1 45.96 30 -16.04 68881.9
2 44.38 30 76.01 68881.9
3 61.62 30 -52.8 68882
1 45.96 30 -30.87 68889.8
2 44.38 30 -109.93 68893.8
3 34.33 30 -10.89 68893.9
1 45.96 30 158.13 68902.3
2 44.38 30 83.79 68902.3
3 59.49 30 125.56 68902.4
1 45.96 30 52.2 68910.4
2 44.38 30 87.03 68914.5
3 59.14 30 -0.21 68914.6
1 45.96 30 -146.1 68922.8
2 44.38 30 -138.03 68922.9
3 38.3 30 1.52 68922.9
1 45.96 30 110.19 68931
2 42.96 30 -138.03 68931.1
3 58.18 30 104.8 68934.8
1 45.96 30 -6.88 68938.9
2 42.96 30 112.85 68942.9
3 61.91 30 5.41 68942.9
1 45.96 30 -30.59 68951.3
2 42.96 30 -70.86 68951.4
3 35.3 30 -14.73 68955.3
1 45.96 30 151.85 68959.6
2 42.96 30 64.16 68963.6
3 51.35 30 118.32 68963.7
1 45.96 30 -58.67 68972
2 42.96 30 -13.76 68972.1
3 45.45 30 -104.46 68975.8
1 45.96 30 -58.67 68980.1
2 42.96 30 -13.76 68983.9
3 21.94 30 -74.99 68984
1 45.96 30 -58.67 68992.5
2 42.96 30 -13.76 68996.2
3 19.39 30 37.57 68996.3
1 45.96 30 -58.67 69000.5
2 42.96 30 -13.76 69004.6
3 29.64 30 37.57 69004.7
1 45.96 30 -58.67 69008.7
2 7.72 30 -13.76 69012.8
3 34.53 30 -0.05 69012.9
1 45.96 30 138.22 69021
2 7.72 30 170.83 69021
3 36.47 30 -20.17 69025
1 45.96 30 -24.23 69029
2 7.72 30 77.87 69033
3 23.96 30 -29.88 69033
1 45.96 30 -82.16 69041.6
2 7.72 30 -109.21 69041.7
3 22.42 30 27.66 69041.7
1 45.96 30 76.84 69049.8
2 7.72 30 32.36 69049.9
3 36.88 30 35.69 69053.5
1 45.96 30 12.63 69062
2 7.72 30 41.54 69062.1
3 32.18 30 -31.59 69062.2
1 45.96 30 -68.83 69070.1
2 7.72 30 -13.97 69070.1
3 20.28 30 -8.13 69073.9
1 45.96 30 58.46 69078
2 7.72 30 60.46 69082.1
3 31.65 30 46.38 69082.2
1 45.96 30 9.58 69090.5
2 7.72 30 59.66 69090.6
3 30.82 30 -5.26 69094.4
1 45.96 30 -57.79 69102.7
2 7.72 30 -74.18 69102.8
3 17.93 30 -1.09 69102.8
1 45.96 30 58.82 69111.1
2 23.07 30 26.9 69111.1
3 28.69 30 58.34 69114.8
1 45.96 30 45.67 69119
2 23.07 30 91.95 69123.1
3 43.24 30 4.83 69123.2
1 45.96 30 -118.22 69131.5
2 23.07 30 -57.4 69131.5
3 23.43 30 -63.22 69131.6
1 45.96 30 6.95 69139.8
2 23.07 30 -4.14 69139.9
3 23.56 30 30.87 69143.8
1 45.96 30 88.56 69152.1
2 23.07 30 118.85 69152.2
3 43.24 30 30.51 69152.3
1 45.96 30 -64.72 69160.3
2 23.07 30 50.88 69164.2
3 31.65 30 -63.09 69164.2
1 45.96 30 -56.4 69172.4
2 34.72 30 50.88 69172.4
3 20.63 30 -5.12 69172.5
1 45.96 30 79 69180.8
2 34.72 30 37.38 69180.8
3 28.22 30 44.97 69184.6
1 45.96 30 -31.8 69193
2 34.72 30 58.39 69197.1
3 29.18 30 7.3 69197.2
1 45.96 30 -49.72 69201.3
2 34.72 30 -33.19 69201.5
3 25.17 30 2.54 69205.1
1 45.96 30 74.2 69209.2
2 34.72 30 39.5 69213.4
3 29.34 30 22.67 69213.4
1 45.96 30 -25.9 69221.7
2 34.72 30 57.84 69221.8
3 26.86 30 1.95 69221.9
1 45.96 30 -21.16 69229.9
2 34.38 30 57.84 69230
3 20.96 30 14.4 69233.9
1 45.96 30 80.58 69242.2
2 34.38 30 38 69242.3
3 34.91 30 44.18 69242.4
1 45.96 30 -8.79 69250.5
2 34.38 30 58.01 69250.5
3 34.14 30 -20.46 69254.3
1 45.96 30 -35.35 69258.3
2 34.38 30 -35.68 69262.4
3 20.96 30 -16.61 69262.5
1 45.96 30 83.34 69271
2 34.38 30 41.22 69271.1
3 30.99 30 44.29 69274.8
1 45.96 30 -14.19 69279
2 34.38 30 53.36 69283.1
3 32.18 30 -0.63 69283.1
1 45.96 30 -36.47 69291.6
2 34.38 30 -39.05 69291.7
3 20.63 30 -6.61 69291.7
1 45.96 30 78.86 69299.4
2 34.38 30 52.87 69299.5
3 33.43 30 46.15 69303.3
1 45.96 30 -41.38 69311.9
2 34.38 30 56.22 69311.9
3 29.97 30 -12.68 69315.7
1 45.96 30 -41.38 69320
2 34.38 30 -68.97 69320.1
3 17.62 30 1.95 69324
1 45.96 30 85.92 69332.3
2 34.38 30 83.25 69332.4
3 35.11 30 61.66 69332.5
1 45.96 30 43.2 69340.5
2 34.38 30 76.7 69340.6
3 43.49 30 -20.61 69344.5
1 45.96 30 -148.46 69352.6
2 34.38 30 -148.76 69352.6
3 21.81 30 -62.51 69352.7
1 45.96 30 -3.78 69361
2 34.38 30 -107.98 69361.1
3 26.45 30 40.86 69364.8
1 45.96 30 101.27 69369
2 34.38 30 95.19 69373.2
3 48.27 30 17.97 69373.4
1 45.96 30 -92.02 69381.5
2 34.38 30 45.71 69381.6
3 29.64 30 -86.52 69385.4
1 45.96 30 -84.2 69389.7
2 34.38 30 -123.52 69393.5
3 21.57 30 2.33 69393.6
1 45.96 30 66.8 69401.9
2 34.38 30 32.07 69405.7
3 27.78 30 42.19 69405.8
1 45.96 30 -4.73 69410.2
2 34.38 30 61.04 69414.1
3 35.3 30 11.38 69414.2
1 45.96 30 -26.97 69422.3
2 34.38 30 -10.92 69422.4
3 26.15 30 -21.32 69426.3
1 45.96 30 74.94 69430.7
2 34.38 30 36.3 69430.8
3 27.32 30 19.44 69434.8
1 45.96 30 0.69 69438.5
2 34.38 30 54.42 69442.6
3 27.78 30 13.75 69442.7
1 45.96 30 -35.57 69451.2
2 34.38 30 -28.66 69451.3
3 23.96 30 11.54 69455
1 45.96 30 74.19 69459.2
2 34.38 30 32.18 69463.3
3 32.51 30 30.82 69463.4
1 45.96 30 11.13 69471.5
2 34.38 30 69.2 69471.6
3 31.13 30 -6.84 69471.7
1 45.96 30 -79.84 69479.7
2 34.38 30 -31.68 69483.6
3 17.31 30 0.07 69483.7
1 45.96 30 57.86 69492
2 21.45 30 39.18 69492.1
3 32.69 30 64.42 69492.2
1 45.96 30 46.09 69500.4
2 57.96 30 93.32 69500.5
3 43 30 -7.21 69504.2
1 45.96 30 -125.67 69512.6
2 57.96 30 -84.71 69512.7
3 21.32 30 -58.77 69512.7
1 45.96 30 18.94 69520.8
2 57.96 30 -29.38 69520.9
3 23.16 30 44.62 69524.6
1 45.96 30 50.48 69528.7
2 57.96 30 103.14 69532.7
3 43.69 30 35.79 69532.8
1 45.96 30 -43.62 69541.1
2 57.96 30 -4.96 69541.1
3 29.64 30 -62 69544.9
1 45.96 30 3.62 69549.2
2 57.96 30 -34.73 69553.2
3 25.17 30 3.93 69553.2
1 45.96 30 95.5 69561.6
2 57.96 30 100.87 69561.6
3 37.08 30 25.67 69565.4
1 45.96 30 -86.3 69569.9
2 57.96 30 26.57 69573.7
3 26.74 30 -28.93 69573.8
1 45.96 30 -81.51 69581.9
2 57.96 30 -107.6 69582
3 22.8 30 17.77 69582
1 45.96 30 73.21 69590.2
2 57.96 30 53.18 69590.2
3 36.67 30 37.72 69594.3
1 45.96 30 -38.55 69598.3
2 57.96 30 54.82 69602.6
3 34.14 30 -26.62 69602.6
1 17.38 30 -56.8 69610.9
2 57.96 30 -64.41 69611
3 19.17 30 -13.98 69614.7
1 17.38 30 79.67 69618.8
2 57.96 30 32.68 69622.8
3 28.69 30 55.87 69622.9
1 17.38 30 20.3 69631.3
2 57.96 30 76.75 69631.4
3 41.39 30 8.55 69631.5
1 17.38 30 -129.78 69639.5
2 57.96 30 -54.29 69643.7
3 23.06 30 -13.4 69643.8
1 17.6 30 16.83 69651.9
2 57.96 30 -53.68 69652
3 13.08 30 -13.4 69655.7
1 17.6 30 16.83 69660
2 57.96 30 -53.68 69663.8
3 9.63 30 -13.4 69663.8
1 17.6 30 16.83 69672.3
2 57.96 30 -53.68 69672.4
3 7.6 30 -13.4 69676.1
1 17.6 30 52.63 69680.3
2 6.98 30 -53.68 69684.4
3 26.86 30 150.52 69684.5
1 17.6 30 -3.39 69692.8
2 32.55 30 112.04 69692.8
3 57.51 30 54.22 69692.9
1 17.6 30 -74.01 69700.8
2 32.55 30 -10.83 69705
3 38.95 30 -94.6 69705.1
1 17.6 30 39.13 69708.9
2 32.55 30 -66.48 69712.9
3 26.3 30 -1.84 69712.9
1 17.6 30 25.16 69721.3
2 32.55 30 37.86 69725.5
3 35.11 30 56.44 69725.7
1 17.6 30 -25.8 69729.6
2 32.55 30 19.89 69733.6
3 42.52 30 17.35 69733.7
1 17.6 30 10.68 69741.8
2 25.47 30 -9.58 69745.9
3 27.17 30 -20.12 69746
1 17.6 30 59.01 69749.9
2 20.39 30 19.94 69749.9
3 24.89 30 51.65 69753.9
1 17.6 30 1.4 69762.4
2 20.39 30 45.65 69762.4
3 45.45 30 63.19 69762.5
1 17.6 30 -31.71 69770.8
2 20.39 30 3.52 69770.9
3 37.5 30 -34.86 69774.5
1 17.6 30 46.13 69778.7
2 20.39 30 -15.3 69782.8
3 25.57 30 4.9 69782.9
1 17.6 30 44.7 69791.1
2 20.39 30 53.53 69791.2
3 35.7 30 59.45 69795
1 17.6 30 -66.34 69799.1
2 20.39 30 -1.08 69803
3 38.95 30 13.78 69803.1
1 17.6 30 -23.94 69811.6
2 20.39 30 -43.81 69811.7
3 27.17 30 -2.82 69811.7
1 17.6 30 77.36 69819.7
2 20.39 30 43.72 69823.7
3 34.72 30 51.11 69823.8
1 17.6 30 -6.72 69832
2 39.81 30 36.35 69832.1
3 38.74 30 18.3 69832.3
1 17.6 30 -6.72 69840.3
2 23.43 30 -45.68 69840.4
3 26.01 30 -2.09 69844
1 17.6 30 64.47 69852.5
2 18.75 30 31.23 69852.5
3 33.06 30 56.56 69852.6
1 17.6 30 1.85 69860.9
2 18.75 30 55.09 69861
3 45.45 30 26.33 69864.7
1 17.6 30 -83.9 69873
2 18.75 30 -48.37 69873.1
3 28.37 30 -36.08 69873.1
1 17.6 30 36.44 69885.3
2 18.75 30 -21.71 69885.4
3 33.8 30 44.3 69885.5
1 17.6 30 51.2 69889.1
2 34 30 64.78 69893.1
3 45.19 30 22.11 69893.2
1 17.6 30 -63.1 69901.7
2 34 30 -15.92 69901.8
3 30.82 30 -35.3 69901.8
1 17.6 30 0.84 69909.8
2 34 30 -43.9 69909.9
3 27.01 30 36.59 69913.7
1 17.6 30 61.38 69922.1
2 34 30 50.44 69922.2
3 44.68 30 50.65 69922.3
1 17.6 30 2.73 69930.4
2 34 30 30.96 69930.5
3 37.5 30 -33 69934.1
